timestamp,device_id,device_type,cpu_usage,memory_usage,network_in_kb,network_out_kb,packet_rate,avg_response_time_ms,service_access_count,failed_auth_attempts,is_encrypted,geo_location_variation,label
04:37.5,smart_light_1,smart,71.3,39.02,675,709,152,367.98,2,10,1,1.45,Normal
04:38.5,thermostat_5,thermostat,63.72,16.17,1301,503,236,225.31,5,0,0,2.84,Normal
04:39.5,smart_light_11,smart,81.33,23.32,770,905,652,264.45,3,1,1,1.41,Normal
04:40.5,thermostat_30,thermostat,85.48,69.93,421,161,977,441.12,6,2,1,10.34,Anomaly_Injection
04:41.5,camera_39,camera,32.96,36.33,1301,872,897,436.16,4,6,0,2.9,Normal
04:42.5,thermostat_29,thermostat,85.46,70.3,554,1329,366,331.5,3,8,1,18.15,Normal
04:43.5,sensor_4,sensor,13.05,60.97,295,151,583,371.3,9,7,0,2.47,Anomaly_Spoofing
04:44.5,camera_22,camera,28.44,83.48,350,935,669,408.43,4,6,1,2.61,Normal
04:45.5,camera_40,camera,13.79,16.64,843,552,826,214.89,5,7,1,19.01,Normal
04:46.5,camera_42,camera,52.57,69.74,1146,390,541,91.4,3,10,1,19.27,Normal
04:47.5,sensor_31,sensor,23.41,82.08,1056,1299,217,205.49,8,7,1,15.71,Normal
04:48.5,thermostat_45,thermostat,67.31,32.32,714,711,946,330.59,4,7,0,10.25,Normal
04:49.5,camera_3,camera,80.99,64.13,917,815,509,237.56,9,3,1,0.77,Normal
04:50.5,smart_light_2,smart,34.28,63.18,1315,1452,951,200.45,8,4,0,10.97,Normal
04:51.5,thermostat_4,thermostat,39.71,77.99,915,1156,255,210,1,2,0,2.54,Anomaly_Injection
04:52.5,smart_light_43,smart,61.96,26.63,629,624,768,292.17,7,0,0,2.44,Normal
04:53.5,smart_light_3,smart,58.54,56.37,804,160,772,281.38,5,4,0,16.99,Normal
04:54.5,camera_45,camera,29.45,48.01,1112,1368,850,391.04,8,7,0,5.36,Normal
04:55.5,camera_36,camera,45.67,83.49,32,1485,109,456.99,6,9,0,5.92,Normal
04:56.5,smart_light_26,smart,86.01,55.27,1333,580,655,189.19,9,1,1,11.04,Normal
04:57.5,camera_27,camera,66.44,32.99,1157,653,902,282.2,4,6,0,16.49,Normal
04:58.5,thermostat_15,thermostat,58.22,68.89,1054,716,658,383.84,7,6,1,6.44,Normal
04:59.5,sensor_16,sensor,41.59,81.37,471,1220,189,208.14,4,9,1,12.31,Normal
05:00.5,camera_24,camera,84.27,64.22,233,1086,23,338.52,8,4,1,7.3,Anomaly_Injection
05:01.5,smart_light_4,smart,67.41,57.41,147,471,683,33.85,5,1,1,10.91,Normal
05:02.5,sensor_50,sensor,72.51,83.28,83,147,311,295.79,1,0,1,5.82,Normal
05:03.5,sensor_23,sensor,19.6,57.05,1072,42,935,373.65,3,0,0,14.45,Normal
05:04.5,camera_49,camera,46.45,60.86,638,668,192,436.22,9,6,0,7.98,Normal
05:05.5,camera_49,camera,40.97,21.86,493,1205,419,397.32,8,3,1,6.86,Anomaly_DoS
05:06.5,thermostat_6,thermostat,89.07,54.6,510,181,323,91.32,7,5,1,5.24,Normal
05:07.5,smart_light_14,smart,37.6,33.91,907,537,148,320.4,5,4,1,15.17,Normal
05:08.5,sensor_17,sensor,30.45,74.62,578,938,991,351.09,5,8,0,5.39,Normal
05:09.5,thermostat_34,thermostat,41.91,16.54,385,516,841,64.44,4,5,0,10.24,Normal
05:10.5,camera_35,camera,86.61,38.12,1470,752,712,64.27,7,8,0,1.95,Normal
05:11.5,sensor_3,sensor,52.73,35.13,489,134,691,285.73,4,9,0,19.53,Anomaly_DoS
05:12.5,sensor_12,sensor,12.43,58.51,717,1282,778,95.12,4,6,0,14.12,Normal
05:13.5,smart_light_33,smart,43.07,61.42,1300,1087,542,400.82,8,3,0,8.07,Anomaly_DoS
05:14.5,smart_light_39,smart,78.53,70.29,621,96,901,131.64,8,10,0,14.09,Normal
05:15.5,smart_light_32,smart,89.19,25.56,440,147,989,317.41,3,2,1,9.68,Normal
05:16.5,thermostat_36,thermostat,87.69,36.06,1214,204,728,203.32,2,5,1,17.61,Anomaly_DoS
05:17.5,camera_32,camera,53.99,38.16,612,118,495,368.19,8,5,0,16.63,Normal
05:18.5,thermostat_23,thermostat,77.5,73.61,708,655,115,159.94,3,10,0,12.21,Anomaly_Injection
05:19.5,smart_light_17,smart,35.9,49.97,572,1336,427,422.28,1,4,0,0.66,Normal
05:20.5,camera_26,camera,68.44,63.22,44,736,54,100,9,6,0,6.8,Normal
05:21.5,camera_16,camera,47.55,61.2,1381,231,230,288.62,6,0,0,8.7,Anomaly_Injection
05:22.5,thermostat_24,thermostat,62.26,10.86,304,1257,757,325.14,5,10,0,4,Normal
05:23.5,smart_light_36,smart,31.74,82.32,12,667,15,184.34,3,10,1,2.32,Anomaly_Injection
05:24.5,sensor_41,sensor,15.55,73.91,493,843,758,278.6,4,3,0,9.78,Normal
05:25.5,camera_12,camera,76.84,49.81,284,286,503,116.84,8,10,0,17.48,Anomaly_Spoofing
05:26.5,thermostat_18,thermostat,22.9,42.92,1127,134,596,284.06,7,7,1,19.05,Normal
05:27.5,thermostat_7,thermostat,48.94,31.14,80,1233,181,429.76,6,2,0,3.4,Normal
05:28.5,sensor_36,sensor,48.32,57.66,916,38,590,456.9,6,6,1,11.37,Normal
05:29.5,sensor_24,sensor,70.5,49.26,1116,268,920,228.79,4,3,1,14.9,Normal
05:30.5,smart_light_19,smart,56.94,28.17,413,959,393,217.63,7,2,0,12.36,Normal
05:31.5,thermostat_6,thermostat,23.49,76.1,499,1008,923,231.12,5,5,0,13.5,Normal
05:32.5,smart_light_30,smart,36.29,36.5,891,478,316,404.63,1,5,1,0.51,Anomaly_DoS
05:33.5,thermostat_26,thermostat,33.57,61.74,465,947,289,34.72,7,3,0,10.87,Normal
05:34.5,sensor_4,sensor,61.54,23.3,930,1215,144,155.85,8,1,0,12.88,Anomaly_Injection
05:35.5,sensor_38,sensor,25.06,30.39,1358,572,97,338.4,4,3,0,14.63,Normal
05:36.5,sensor_44,sensor,19.02,33.06,595,866,189,174.5,7,0,0,3.77,Normal
05:37.5,smart_light_19,smart,40.4,39.36,319,1310,517,205.31,8,5,0,0.73,Normal
05:38.5,thermostat_49,thermostat,89.86,82.07,140,1333,314,70.17,6,7,0,17.37,Normal
05:39.5,sensor_22,sensor,22.77,82.77,444,858,666,188.34,8,4,0,19.85,Normal
05:40.5,camera_46,camera,42.67,20.89,1327,793,741,191.95,2,10,0,17.19,Normal
05:41.5,sensor_4,sensor,48.65,18.18,289,1114,876,153.05,3,6,0,2.03,Normal
05:42.5,sensor_5,sensor,43.51,76.86,254,1170,222,117.26,1,7,0,13.39,Normal
05:43.5,camera_47,camera,40.95,83.03,86,108,288,278.13,7,6,0,6.06,Anomaly_Injection
05:44.5,camera_8,camera,36.68,63.95,560,982,317,495.99,9,6,1,11.73,Normal
05:45.5,camera_38,camera,86.87,52.13,1278,1429,975,486.5,8,2,0,7.9,Normal
05:46.5,sensor_36,sensor,89.37,68.46,1278,1201,575,279.77,4,5,1,2.51,Anomaly_DoS
05:47.5,smart_light_49,smart,60.35,34.11,295,400,390,23.76,4,3,1,12.75,Anomaly_DoS
05:48.5,sensor_3,sensor,26.03,25.94,244,365,31,489.67,1,0,0,14.57,Anomaly_DoS
05:49.5,camera_27,camera,31.58,47.28,504,1456,361,234.94,9,5,0,1.98,Anomaly_Injection
05:50.5,smart_light_7,smart,33.65,38.91,680,1436,384,155.14,3,10,0,2.53,Normal
05:51.5,thermostat_13,thermostat,21.26,28.16,266,513,144,291.5,9,3,1,9.96,Normal
05:52.5,sensor_10,sensor,45.72,23.93,341,936,122,104.95,6,7,1,14.7,Normal
05:53.5,sensor_9,sensor,85.35,23.26,1079,372,164,414.07,3,10,0,6.63,Anomaly_Spoofing
05:54.5,sensor_6,sensor,41.67,13.45,1317,1456,209,56.45,5,0,0,13.17,Normal
05:55.5,thermostat_45,thermostat,49.47,58.94,1427,503,888,281.42,7,5,0,16.64,Normal
05:56.5,camera_49,camera,31.31,36.64,69,1171,75,221.75,8,6,0,2.06,Normal
05:57.5,camera_34,camera,89.47,52.34,196,31,339,125.86,5,2,1,9.32,Anomaly_Injection
05:58.5,camera_12,camera,22.47,59.42,624,953,864,101.32,4,9,1,16.83,Anomaly_Injection
05:59.5,sensor_12,sensor,67.78,32.9,1136,579,971,142.32,2,8,1,17.57,Normal
06:00.5,sensor_23,sensor,49.74,65.81,1425,303,104,123.93,2,2,0,19.24,Normal
06:01.5,sensor_14,sensor,67.07,59.19,1427,1467,913,336.68,5,2,1,0.88,Normal
06:02.5,smart_light_26,smart,80.16,17.51,138,987,832,349.04,4,10,1,16.59,Normal
06:03.5,thermostat_12,thermostat,10.43,22.35,756,1318,108,261.09,2,7,1,4.32,Normal
06:04.5,camera_2,camera,77.32,22.59,111,137,353,279.77,1,5,0,19.88,Anomaly_Injection
06:05.5,smart_light_27,smart,85.12,44.9,227,250,392,458.06,4,2,0,7.75,Normal
06:06.5,smart_light_2,smart,83.45,84.53,581,1444,134,115.87,4,8,1,7.65,Normal
06:07.5,camera_29,camera,28.39,45.68,1103,243,367,34.72,9,10,0,15.22,Normal
06:08.5,smart_light_21,smart,36.06,23.04,800,344,544,215.38,5,4,0,10.75,Normal
06:09.5,smart_light_13,smart,10.43,62.55,885,911,276,477.77,4,0,1,4.88,Normal
06:10.5,thermostat_45,thermostat,12.56,54.65,1252,295,682,22.05,6,4,0,1.41,Normal
06:11.5,camera_23,camera,81.75,31.43,740,593,580,170.53,9,7,0,6.5,Anomaly_DoS
06:12.5,thermostat_19,thermostat,51.87,40.09,353,1485,675,265.85,6,1,0,10.19,Normal
06:13.5,camera_12,camera,70.5,26.14,1481,450,402,485.26,3,8,1,3.38,Normal
06:14.5,sensor_43,sensor,60.02,82.36,1488,365,305,398.02,2,7,0,6.51,Normal
06:15.5,sensor_37,sensor,54.27,28.15,47,38,971,252.98,9,0,0,7.58,Anomaly_Injection
06:16.5,smart_light_10,smart,75.52,20.49,92,533,45,253.54,6,6,1,2.35,Normal
06:17.5,sensor_23,sensor,43.83,78.33,853,747,646,445.57,8,4,0,5.07,Normal
06:18.5,camera_17,camera,12.7,32.23,1352,666,750,391.84,6,0,0,3.75,Normal
06:19.5,camera_2,camera,51.48,45.38,963,1257,37,176.53,7,7,1,16.46,Normal
06:20.5,camera_37,camera,24.43,36.63,756,875,398,362.17,5,3,0,6.64,Normal
06:21.5,sensor_16,sensor,43.97,22.7,225,937,413,472.05,4,10,1,12.85,Normal
06:22.5,camera_26,camera,66.01,69.13,555,732,783,437.04,3,3,1,4.84,Normal
06:23.5,smart_light_35,smart,37.21,54.28,1250,969,206,44.85,6,1,1,15.25,Normal
06:24.5,smart_light_3,smart,50.43,37.49,304,866,613,420.54,7,8,1,10.31,Normal
06:25.5,sensor_43,sensor,74.76,18.5,365,1132,424,295.42,8,7,0,18.57,Normal
06:26.5,sensor_40,sensor,84.28,36.63,932,936,289,239.69,4,0,0,13.66,Normal
06:27.5,sensor_28,sensor,57.83,78.1,382,904,701,48.51,6,10,1,11.88,Anomaly_DoS
06:28.5,camera_40,camera,35.54,83.87,617,269,556,192.48,3,0,1,6.72,Normal
06:29.5,thermostat_32,thermostat,68.73,32.46,868,10,118,377.84,2,7,0,15.87,Normal
06:30.5,sensor_24,sensor,32.04,25.64,1034,156,365,56.19,2,4,0,3.13,Normal
06:31.5,thermostat_47,thermostat,74.65,53.4,1232,1490,557,480.9,1,5,1,2.32,Anomaly_DoS
06:32.5,camera_12,camera,49.94,19.48,1372,761,878,125.3,6,10,0,5.4,Anomaly_Injection
06:33.5,camera_48,camera,54.76,75.1,435,711,516,316.36,8,3,1,2.43,Anomaly_Spoofing
06:34.5,sensor_14,sensor,52.85,20.65,279,742,87,61.93,2,6,0,9.45,Normal
06:35.5,smart_light_19,smart,24.66,38.4,1304,1391,555,494.09,7,6,1,2.7,Normal
06:36.5,thermostat_35,thermostat,69.15,59.86,1299,756,590,209.5,1,10,0,12.05,Normal
06:37.5,smart_light_26,smart,85.96,22.43,266,622,844,301.8,5,10,0,17.3,Normal
06:38.5,smart_light_9,smart,26.05,81.55,1444,1222,298,200.22,4,6,0,3.41,Normal
06:39.5,thermostat_38,thermostat,13.66,14.88,927,1452,88,326.94,2,6,0,11.54,Normal
06:40.5,smart_light_26,smart,45.44,12.61,541,1180,199,268.65,3,7,1,18.51,Normal
06:41.5,sensor_27,sensor,84.18,64.49,1038,832,785,492.06,9,4,0,16.17,Normal
06:42.5,camera_40,camera,20.89,74.61,892,804,547,142.04,2,7,1,8.97,Normal
06:43.5,camera_11,camera,60.64,58.83,789,1233,922,123.22,7,9,1,4.65,Normal
06:44.5,thermostat_47,thermostat,77.61,48.06,564,1149,78,293.23,5,8,1,17.35,Normal
06:45.5,thermostat_39,thermostat,35.45,32.81,150,819,28,469.81,3,8,1,8.89,Normal
06:46.5,smart_light_17,smart,22.39,35.2,1369,1470,288,412.09,2,4,0,2.75,Normal
06:47.5,sensor_45,sensor,20.97,80.68,1053,872,194,274.34,9,6,1,16.52,Normal
06:48.5,smart_light_29,smart,88.93,10.91,838,444,334,47.35,7,2,1,17.08,Normal
06:49.5,thermostat_49,thermostat,29.6,49.2,87,428,226,488.36,5,4,1,4.33,Normal
06:50.5,camera_46,camera,20.58,68.21,77,214,55,196.09,9,6,0,4.71,Normal
06:51.5,sensor_31,sensor,40,65.05,313,437,389,478.07,5,5,0,8.76,Normal
06:52.5,sensor_50,sensor,42.12,39.21,1364,1168,191,173.1,8,8,1,15.01,Normal
06:53.5,thermostat_27,thermostat,18.29,40.6,741,1287,853,92.49,6,10,0,18.86,Normal
06:54.5,smart_light_8,smart,16.14,36.89,512,265,978,359.82,7,5,1,0.98,Anomaly_Injection
06:55.5,camera_1,camera,40.73,56.64,734,1090,828,385.49,9,4,0,11.07,Normal
06:56.5,sensor_25,sensor,78.25,83.75,771,31,329,278.06,7,4,1,11.84,Anomaly_Injection
06:57.5,thermostat_40,thermostat,61.83,64.2,749,1243,667,392.41,6,2,1,2.16,Normal
06:58.5,thermostat_48,thermostat,22.4,22.74,82,335,562,48.74,3,6,1,12.46,Normal
06:59.5,smart_light_22,smart,25.99,24.82,1242,828,317,283.42,4,8,1,19.02,Normal
07:00.5,thermostat_9,thermostat,26.11,59.82,1370,1085,390,378.26,3,0,0,14.34,Normal
07:01.5,smart_light_41,smart,72.92,38.19,836,851,558,116.16,6,8,1,8.13,Normal
07:02.5,sensor_34,sensor,20.67,14.16,1236,1141,931,249.42,6,5,1,1.27,Anomaly_DoS
07:03.5,sensor_38,sensor,34.08,66.34,421,177,66,237.58,8,4,1,7.39,Anomaly_DoS
07:04.5,sensor_9,sensor,63.36,42.32,1181,1206,946,182.22,5,9,1,12.91,Anomaly_Injection
07:05.5,thermostat_6,thermostat,50.07,16.3,972,173,841,59.78,8,2,0,3.02,Normal
07:06.5,smart_light_19,smart,69.26,11.73,176,40,186,20.17,1,8,1,0.5,Normal
07:07.5,thermostat_23,thermostat,44.75,21.79,438,401,831,98.39,5,10,0,1.38,Normal
07:08.5,smart_light_42,smart,42.85,70.31,779,395,410,286.81,9,4,1,16.76,Normal
07:09.5,smart_light_40,smart,86.89,23.4,305,159,510,106.75,7,3,0,19.13,Normal
07:10.5,camera_47,camera,55.43,63.81,308,1226,857,444.61,8,3,1,6.23,Normal
07:11.5,thermostat_17,thermostat,52.23,33.2,1318,1363,675,125.59,2,8,0,18.09,Normal
07:12.5,smart_light_40,smart,38.5,58.72,1227,1006,988,295.68,6,8,0,12.33,Normal
07:13.5,thermostat_33,thermostat,52.68,68.28,1407,1359,496,465.15,2,7,0,11.11,Normal
07:14.5,smart_light_39,smart,50.69,25.85,1474,1438,6,278.11,2,6,0,6.79,Normal
07:15.5,sensor_29,sensor,36.55,35.82,866,776,466,270.62,6,1,0,5.04,Anomaly_Spoofing
07:16.5,sensor_42,sensor,75.22,51.42,402,265,766,272.45,2,9,1,16.77,Anomaly_Injection
07:17.5,sensor_13,sensor,66.07,34.54,423,338,76,473.26,9,4,1,8.09,Normal
07:18.5,smart_light_23,smart,17.47,35.56,546,396,104,68.74,9,6,1,15.89,Normal
07:19.5,thermostat_43,thermostat,28.65,63.49,94,387,691,319.75,6,2,1,7.48,Normal
07:20.5,camera_29,camera,35.79,39.56,436,136,205,42.04,2,10,1,5.68,Normal
07:21.5,smart_light_21,smart,37.79,80.5,1209,771,660,102.8,5,6,0,16.06,Normal
07:22.5,camera_15,camera,22.58,68.53,674,309,55,478.83,2,7,1,16.16,Anomaly_Spoofing
07:23.5,sensor_17,sensor,53.07,79.05,1234,370,990,207.74,8,8,1,19.7,Normal
07:24.5,sensor_1,sensor,34.47,65.94,267,898,416,176.85,1,4,1,3.27,Normal
07:25.5,camera_33,camera,85.49,56.4,237,724,735,406.17,7,9,0,3.18,Normal
07:26.5,sensor_29,sensor,84.01,47.28,1046,430,637,273.13,2,2,0,17.97,Normal
07:27.5,sensor_5,sensor,60.97,35.07,915,1303,556,220.89,6,7,1,6.8,Normal
07:28.5,thermostat_39,thermostat,54.09,42.07,344,269,487,126.52,6,3,1,18.27,Normal
07:29.5,camera_32,camera,46.58,75.65,1402,902,586,357.44,2,5,1,12.19,Normal
07:30.5,thermostat_10,thermostat,54.69,27.04,1059,1204,229,34.28,5,9,0,3.47,Normal
07:31.5,smart_light_21,smart,12.49,41.32,844,1131,367,122.27,3,2,0,10.01,Normal
07:32.5,camera_17,camera,63.71,57.71,798,390,564,350.58,9,6,1,0.06,Normal
07:33.5,sensor_6,sensor,56.68,56.62,327,843,744,419.22,6,6,1,19.5,Anomaly_Spoofing
07:34.5,thermostat_21,thermostat,76.66,39.59,1307,326,706,100.45,9,0,1,12.82,Normal
07:35.5,smart_light_22,smart,69.61,56.29,663,529,284,399.55,3,7,0,17.1,Normal
07:36.5,sensor_25,sensor,70.49,40.58,966,1215,21,149.99,9,0,1,8.12,Normal
07:37.5,smart_light_43,smart,65.75,23.68,561,1206,470,451.61,1,2,0,10.96,Normal
07:38.5,sensor_42,sensor,74.34,40.5,419,381,371,375.98,2,4,1,11.75,Normal
07:39.5,sensor_42,sensor,11.77,17.55,327,809,769,83.7,6,1,0,14.38,Anomaly_Spoofing
07:40.5,camera_16,camera,77.8,28,215,930,369,318.25,3,7,1,4.68,Normal
07:41.5,sensor_9,sensor,71.06,31.13,1430,1108,946,328.37,8,7,0,7.73,Anomaly_Injection
07:42.5,thermostat_34,thermostat,89.38,30.13,136,1310,557,216.83,3,5,0,19.16,Normal
07:43.5,sensor_24,sensor,83.45,75.03,963,356,863,455.96,3,1,1,12.69,Normal
07:44.5,sensor_35,sensor,10.06,68.9,1077,307,248,249.62,6,5,1,14.66,Normal
07:45.5,camera_21,camera,11.71,12.91,877,336,438,29.45,5,5,1,0.22,Normal
07:46.5,smart_light_30,smart,89.14,21.45,1212,545,258,84.49,8,10,0,6.44,Normal
07:47.5,sensor_16,sensor,69.18,18.45,1472,871,794,23.27,7,7,0,18.02,Anomaly_Injection
07:48.5,camera_33,camera,51.86,72.98,782,1460,140,465.12,6,2,1,17.83,Anomaly_Injection
07:49.5,camera_2,camera,20.04,78.54,743,691,571,440.49,8,1,0,2.48,Normal
07:50.5,smart_light_15,smart,10.95,48.47,1485,766,149,228.57,4,5,0,19.1,Normal
07:51.5,camera_24,camera,86,15.4,357,692,571,110.75,6,9,1,4.07,Normal
07:52.5,smart_light_34,smart,43.68,49.26,1463,112,926,85.4,1,5,1,5.89,Normal
07:53.5,sensor_45,sensor,55.07,41.2,788,1170,831,481.92,9,9,1,3.83,Normal
07:54.5,sensor_5,sensor,67.29,66.22,723,1329,759,212.99,4,7,1,7.48,Anomaly_Injection
07:55.5,camera_16,camera,50.51,64.89,483,349,38,402.59,4,6,0,15.08,Anomaly_Spoofing
07:56.5,sensor_35,sensor,18.93,49.91,603,716,925,51.21,4,3,0,16.57,Normal
07:57.5,sensor_2,sensor,59.45,83.71,1118,151,381,177.93,5,7,0,12.43,Normal
07:58.5,thermostat_1,thermostat,30.15,57.15,403,195,514,254.32,4,10,1,10.64,Normal
07:59.5,thermostat_2,thermostat,49.99,53.85,1450,1062,865,258.78,7,4,1,1.3,Anomaly_DoS
08:00.5,sensor_33,sensor,75.09,80.97,1461,285,964,280.39,8,8,1,15,Normal
08:01.5,thermostat_13,thermostat,82.5,56.11,496,1142,291,147.86,2,7,1,1.55,Anomaly_Injection
08:02.5,thermostat_36,thermostat,74.37,32.66,603,1164,40,178.73,9,9,1,4.06,Anomaly_DoS
08:03.5,camera_10,camera,16.68,82.8,1015,1228,167,25.44,6,3,0,13.2,Normal
08:04.5,camera_12,camera,27.9,11.42,1454,555,719,246.47,3,0,1,19.07,Normal
08:05.5,sensor_43,sensor,54.05,35.52,1107,935,705,418.52,2,0,1,1.22,Normal
08:06.5,sensor_18,sensor,47.02,11.68,322,256,766,395.99,2,3,1,6.24,Normal
08:07.5,thermostat_27,thermostat,66.8,25.22,528,557,76,115.23,2,6,1,14.6,Normal
08:08.5,thermostat_15,thermostat,33.05,65.69,779,130,222,41.55,9,4,1,16.52,Normal
08:09.5,camera_49,camera,31.48,36.41,1067,690,602,32.67,9,6,0,5.17,Normal
08:10.5,camera_14,camera,62.52,81.25,994,1133,966,343.56,5,8,1,10.62,Anomaly_DoS
08:11.5,camera_41,camera,13.33,16.21,844,809,510,86.99,9,3,0,18.15,Normal
08:12.5,smart_light_24,smart,33.85,40.11,583,344,333,497.08,6,10,0,17.98,Normal
08:13.5,smart_light_35,smart,68.58,75.85,554,966,374,412.37,7,7,0,15.62,Normal
08:14.5,sensor_48,sensor,25.69,74.36,1496,1247,485,166.61,2,0,1,8.23,Anomaly_Injection
08:15.5,sensor_17,sensor,31.59,42.41,88,447,961,77.33,1,6,0,13.79,Normal
08:16.5,smart_light_19,smart,76.26,17.26,1435,64,876,418.83,7,5,1,12.67,Normal
08:17.5,sensor_47,sensor,72.69,15.85,571,147,158,417.84,7,6,0,7.34,Normal
08:18.5,camera_38,camera,42.49,60.83,961,736,750,120.73,3,2,1,1.3,Normal
08:19.5,thermostat_25,thermostat,55.89,66.96,792,557,203,288.81,2,0,0,10.85,Normal
08:20.5,camera_37,camera,24.83,17.17,1447,98,882,479.77,7,2,1,19.31,Normal
08:21.5,camera_15,camera,70.64,23.49,841,1080,595,222.08,3,2,1,18.2,Normal
08:22.5,smart_light_2,smart,77.81,74.15,580,652,975,437.64,6,2,0,6.18,Normal
08:23.5,smart_light_36,smart,39.13,63.04,74,1382,318,172.1,1,4,0,13.21,Normal
08:24.5,thermostat_9,thermostat,51.56,46.2,640,450,426,22.38,3,1,1,18.51,Normal
08:25.5,sensor_27,sensor,75.82,57.32,1244,817,99,241.4,9,8,0,1.3,Normal
08:26.5,smart_light_32,smart,68.92,62.49,491,1301,663,124.76,6,3,1,16.56,Normal
08:27.5,camera_47,camera,80.18,81.21,82,245,174,135.11,7,7,0,8.34,Normal
08:28.5,sensor_14,sensor,19.65,83.11,160,1322,342,79.19,1,1,0,9.49,Normal
08:29.5,sensor_8,sensor,43.1,46.58,1005,414,6,278.62,1,3,1,16.35,Normal
08:30.5,thermostat_43,thermostat,74.67,19.05,1429,609,561,380.16,2,8,1,0.21,Normal
08:31.5,sensor_7,sensor,69.05,69.31,992,936,902,443.99,1,2,1,4.04,Normal
08:32.5,smart_light_49,smart,61.48,16.07,825,218,945,207.68,3,10,1,15.11,Anomaly_DoS
08:33.5,camera_47,camera,26.44,74.19,1241,389,335,36.21,3,1,0,3.27,Normal
08:34.5,sensor_45,sensor,12.85,81.32,1413,940,466,245.13,6,7,1,4.93,Anomaly_Spoofing
08:35.5,smart_light_43,smart,64.97,12,981,782,696,314.04,3,8,0,10.75,Anomaly_Injection
08:36.5,camera_19,camera,62.81,11.21,1452,570,275,362.17,8,10,1,8.36,Normal
08:37.5,smart_light_14,smart,58.4,29.81,1056,751,143,414.32,9,9,1,6.9,Anomaly_DoS
08:38.5,thermostat_5,thermostat,39.71,67.91,1285,792,865,28.8,2,8,0,17.28,Normal
08:39.5,smart_light_6,smart,63.76,58.07,986,175,864,66.91,2,0,0,14.77,Anomaly_Spoofing
08:40.5,sensor_32,sensor,29.14,70.3,1092,1115,425,288.34,5,6,0,14.79,Normal
08:41.5,sensor_32,sensor,19.7,44.09,1189,338,439,159.7,5,2,0,1.01,Normal
08:42.5,smart_light_43,smart,48.02,40.5,1406,388,262,92.27,3,5,1,18.87,Anomaly_Injection
08:43.5,camera_47,camera,60.2,11.17,61,50,256,47.62,1,8,1,8.76,Anomaly_DoS
08:44.5,sensor_41,sensor,10.61,11.23,933,1049,965,252.21,6,0,1,11.85,Normal
08:45.5,thermostat_8,thermostat,69.86,41.15,1477,753,132,378.88,5,8,1,13,Normal
08:46.5,camera_28,camera,51.13,58.81,684,592,192,179.23,1,6,1,9.92,Anomaly_Spoofing
08:47.5,camera_5,camera,44.44,18.67,847,1339,513,43.39,4,0,1,18.25,Anomaly_Spoofing
08:48.5,camera_45,camera,86.19,73.45,652,575,290,88.7,9,3,0,13.58,Normal
08:49.5,camera_25,camera,75.74,17.48,265,61,449,228.77,8,5,1,0.59,Normal
08:50.5,sensor_27,sensor,51.34,65.57,960,1447,880,102.96,4,6,1,14.94,Normal
08:51.5,sensor_29,sensor,43.71,41.71,327,257,658,494.24,9,5,1,17.33,Normal
08:52.5,smart_light_32,smart,88.46,23.58,654,218,478,61.1,7,4,0,8.91,Normal
08:53.5,sensor_43,sensor,79.8,27.33,597,11,468,59.96,9,3,1,19.03,Normal
08:54.5,sensor_34,sensor,54.33,42.78,718,526,439,260.59,9,0,0,8.01,Normal
08:55.5,sensor_13,sensor,70.17,64.92,1439,85,91,296.46,5,7,1,12.37,Normal
08:56.5,camera_14,camera,52.69,67.39,1334,804,93,72.41,3,0,0,17.21,Normal
08:57.5,thermostat_29,thermostat,56.38,38.24,550,101,281,192.82,1,7,0,8.33,Anomaly_Injection
08:58.5,smart_light_25,smart,41.11,81.35,715,991,879,444.26,6,8,1,10.41,Normal
08:59.5,thermostat_27,thermostat,35.66,43.91,120,254,377,31.12,7,2,1,11.77,Normal
09:00.5,camera_21,camera,78.43,22.56,1398,1353,539,196.07,8,4,0,18.82,Anomaly_Spoofing
09:01.5,camera_10,camera,22.94,53.37,759,809,73,203.27,2,4,1,17.44,Normal
09:02.5,smart_light_10,smart,46.32,72.81,333,1298,143,93.99,9,2,1,0.58,Normal
09:03.5,sensor_8,sensor,12.52,17.89,291,112,950,164.75,9,5,1,17.53,Normal
09:04.5,sensor_12,sensor,71.24,12.03,1093,572,875,285.09,3,2,0,12.13,Normal
09:05.5,thermostat_25,thermostat,52.46,61.92,387,1484,671,205.18,6,7,0,8.16,Anomaly_Injection
09:06.5,smart_light_27,smart,79.29,80.56,1364,647,221,310.76,6,1,0,1.28,Normal
09:07.5,smart_light_20,smart,78.05,12.82,63,1104,943,355.11,8,9,1,18.35,Normal
09:08.5,camera_4,camera,36.04,56.14,544,1183,797,253.34,7,3,0,7.78,Normal
09:09.5,thermostat_46,thermostat,64.44,33.45,196,1240,37,250.12,9,8,1,0.02,Normal
09:10.5,thermostat_2,thermostat,84.82,16.69,864,665,201,360.87,3,9,1,14.92,Normal
09:11.5,thermostat_48,thermostat,41.52,13.19,652,982,126,415.75,6,3,1,18.1,Normal
09:12.5,sensor_10,sensor,83.52,82.42,652,508,849,339.41,4,10,0,17.9,Normal
09:13.5,sensor_5,sensor,30.58,78.25,1204,624,360,443.71,5,5,1,15.35,Normal
09:14.5,camera_43,camera,61.6,23.29,1353,932,329,193.4,3,5,1,11.76,Normal
